type_,start_date_local_,distance_sum,distance_mean,distance_min,distance_max,moving_time_sum,moving_time_mean,moving_time_min,moving_time_max,total_elevation_gain_sum,total_elevation_gain_mean,total_elevation_gain_min,total_elevation_gain_max
Run,2021-03-11 05:30:13+01:00,18194.4,18194.4,18194.4,18194.4,8101,8101,8101,8101,49.4,49.4,49.4,49.4
Run,2021-03-09 17:00:09+01:00,7339.1,7339.1,7339.1,7339.1,3667,3667,3667,3667,10.0,10.0,10.0,10.0
Surfing,2021-03-08 08:13:06+01:00,1709.1,1709.1,1709.1,1709.1,2522,2522,2522,2522,0.0,0.0,0.0,0.0
Surfing,2021-03-07 08:02:56+01:00,2083.6,2083.6,2083.6,2083.6,3337,3337,3337,3337,3.8,3.8,3.8,3.8
Run,2021-03-07 05:56:24+01:00,11238.4,11238.4,11238.4,11238.4,3735,3735,3735,3735,45.0,45.0,45.0,45.0
Run,2021-03-06 10:19:49+01:00,12999.1,12999.1,12999.1,12999.1,5128,5128,5128,5128,28.0,28.0,28.0,28.0
Run,2021-03-05 16:21:11+01:00,7062.7,7062.7,7062.7,7062.7,2277,2277,2277,2277,92.0,92.0,92.0,92.0
Run,2021-02-24 07:03:20+01:00,4962.3,4962.3,4962.3,4962.3,2136,2136,2136,2136,14.0,14.0,14.0,14.0
Ride,2021-02-23 19:39:02+01:00,32976.5,32976.5,32976.5,32976.5,3618,3618,3618,3618,148.0,148.0,148.0,148.0
Ride,2021-02-19 20:25:58+01:00,29228.2,29228.2,29228.2,29228.2,3606,3606,3606,3606,341.0,341.0,341.0,341.0
Run,2021-02-16 06:15:18+01:00,5853.2,5853.2,5853.2,5853.2,2163,2163,2163,2163,22.0,22.0,22.0,22.0
Run,2021-02-14 08:03:26+01:00,7748.8,7748.8,7748.8,7748.8,3600,3600,3600,3600,127.0,127.0,127.0,127.0
Run,2021-02-13 11:19:10+01:00,7170.5,7170.5,7170.5,7170.5,3005,3005,3005,3005,103.0,103.0,103.0,103.0
Run,2021-02-11 06:31:43+01:00,9065.8,9065.8,9065.8,9065.8,3704,3704,3704,3704,25.0,25.0,25.0,25.0
Ride,2021-02-09 20:09:11+01:00,15506.3,15506.3,15506.3,15506.3,3043,3043,3043,3043,428.0,428.0,428.0,428.0
Run,2021-02-09 12:54:54+01:00,5497.8,5497.8,5497.8,5497.8,2752,2752,2752,2752,9.0,9.0,9.0,9.0
Run,2021-02-07 06:49:35+01:00,12234.3,12234.3,12234.3,12234.3,5990,5990,5990,5990,139.0,139.0,139.0,139.0
Run,2021-02-05 07:08:56+01:00,10274.5,10274.5,10274.5,10274.5,3356,3356,3356,3356,37.0,37.0,37.0,37.0
Ride,2021-02-04 19:34:27+01:00,31817.6,31817.6,31817.6,31817.6,3618,3618,3618,3618,218.0,218.0,218.0,218.0
Run,2021-02-03 06:08:29+01:00,11478.4,11478.4,11478.4,11478.4,5394,5394,5394,5394,217.0,217.0,217.0,217.0
Ride,2021-02-02 19:52:52+01:00,30273.5,30273.5,30273.5,30273.5,5404,5404,5404,5404,653.0,653.0,653.0,653.0
Run,2021-01-31 11:37:01+01:00,12262.1,12262.1,12262.1,12262.1,6213,6213,6213,6213,96.0,96.0,96.0,96.0
Run,2021-01-31 10:10:14+01:00,1085.3,1085.3,1085.3,1085.3,320,320,320,320,5.0,5.0,5.0,5.0
Ride,2021-01-30 18:10:01+01:00,37345.4,37345.4,37345.4,37345.4,4826,4826,4826,4826,435.0,435.0,435.0,435.0
Run,2021-01-29 06:11:42+01:00,12974.0,12974.0,12974.0,12974.0,4533,4533,4533,4533,57.0,57.0,57.0,57.0
Ride,2021-01-27 19:21:45+01:00,40025.5,40025.5,40025.5,40025.5,4651,4651,4651,4651,198.0,198.0,198.0,198.0
Run,2021-01-26 07:32:50+01:00,7050.0,7050.0,7050.0,7050.0,2423,2423,2423,2423,34.0,34.0,34.0,34.0
Ride,2021-01-25 20:10:51+01:00,9850.0,9850.0,9850.0,9850.0,2443,2443,2443,2443,372.0,372.0,372.0,372.0
Run,2021-01-24 16:42:24+01:00,12999.1,12999.1,12999.1,12999.1,4765,4765,4765,4765,36.0,36.0,36.0,36.0
Run,2021-01-20 07:40:09+01:00,4708.9,4708.9,4708.9,4708.9,1779,1779,1779,1779,32.0,32.0,32.0,32.0
Run,2021-01-19 12:57:19+01:00,6223.9,6223.9,6223.9,6223.9,1885,1885,1885,1885,23.0,23.0,23.0,23.0
Ride,2021-01-18 19:40:42+01:00,33358.6,33358.6,33358.6,33358.6,3646,3646,3646,3646,150.0,150.0,150.0,150.0
Run,2021-01-16 09:53:13+01:00,8225.8,8225.8,8225.8,8225.8,3855,3855,3855,3855,26.0,26.0,26.0,26.0
Ride,2021-01-16 09:00:41+01:00,24350.7,24350.7,24350.7,24350.7,2712,2712,2712,2712,126.0,126.0,126.0,126.0
Ride,2021-01-14 19:38:03+01:00,19678.6,19678.6,19678.6,19678.6,3601,3601,3601,3601,538.0,538.0,538.0,538.0
Run,2021-01-13 07:13:51+01:00,7221.5,7221.5,7221.5,7221.5,2315,2315,2315,2315,29.0,29.0,29.0,29.0
Run,2021-01-12 07:21:51+01:00,4712.3,4712.3,4712.3,4712.3,1991,1991,1991,1991,22.0,22.0,22.0,22.0
Run,2021-01-10 10:21:21+01:00,9857.8,9857.8,9857.8,9857.8,3979,3979,3979,3979,53.0,53.0,53.0,53.0
Run,2021-01-06 19:30:13+01:00,4698.6,4698.6,4698.6,4698.6,1873,1873,1873,1873,19.0,19.0,19.0,19.0
Run,2021-01-03 18:21:43+01:00,18289.8,18289.8,18289.8,18289.8,5908,5908,5908,5908,99.0,99.0,99.0,99.0
Surfing,2021-01-01 10:28:51+01:00,2291.0,2291.0,2291.0,2291.0,3788,3788,3788,3788,0.0,0.0,0.0,0.0
Run,2020-12-31 18:15:04+01:00,5972.6,5972.6,5972.6,5972.6,1917,1917,1917,1917,62.0,62.0,62.0,62.0
Surfing,2020-12-30 10:35:47+01:00,2388.6,2388.6,2388.6,2388.6,3320,3320,3320,3320,0.0,0.0,0.0,0.0
Run,2020-12-29 19:17:23+01:00,5077.5,5077.5,5077.5,5077.5,1857,1857,1857,1857,59.0,59.0,59.0,59.0
Run,2020-12-27 18:30:18+01:00,14135.5,14135.5,14135.5,14135.5,4942,4942,4942,4942,177.9,177.9,177.9,177.9
Ride,2020-12-24 14:45:42+01:00,86148.9,86148.9,86148.9,86148.9,9993,9993,9993,9993,543.4,543.4,543.4,543.4
Run,2020-12-22 19:16:09+01:00,6008.7,6008.7,6008.7,6008.7,2122,2122,2122,2122,38.0,38.0,38.0,38.0
Ride,2020-12-22 18:45:37+01:00,14238.3,14238.3,14238.3,14238.3,1489,1489,1489,1489,189.0,189.0,189.0,189.0
Run,2020-12-19 11:00:25+01:00,4499.4,4499.4,4499.4,4499.4,1564,1564,1564,1564,20.0,20.0,20.0,20.0
Run,2020-12-16 18:20:04+01:00,8090.4,8090.4,8090.4,8090.4,2806,2806,2806,2806,35.0,35.0,35.0,35.0
Run,2020-12-07 19:37:48+01:00,6420.5,6420.5,6420.5,6420.5,2171,2171,2171,2171,26.0,26.0,26.0,26.0
Run,2020-12-05 19:12:04+01:00,6955.0,6955.0,6955.0,6955.0,2278,2278,2278,2278,29.0,29.0,29.0,29.0
Ride,2020-12-04 18:39:21+01:00,24873.0,24873.0,24873.0,24873.0,3013,3013,3013,3013,154.0,154.0,154.0,154.0
Ride,2020-12-02 19:10:16+01:00,23489.0,23489.0,23489.0,23489.0,3034,3034,3034,3034,285.0,285.0,285.0,285.0
Run,2020-12-01 18:43:28+01:00,6683.9,6683.9,6683.9,6683.9,2442,2442,2442,2442,34.0,34.0,34.0,34.0
Ride,2020-11-30 18:36:25+01:00,27304.3,27304.3,27304.3,27304.3,3016,3016,3016,3016,254.0,254.0,254.0,254.0
Run,2020-11-28 16:24:57+01:00,9306.0,9306.0,9306.0,9306.0,3046,3046,3046,3046,31.0,31.0,31.0,31.0
Ride,2020-11-28 14:48:25+01:00,42230.0,42230.0,42230.0,42230.0,4796,4796,4796,4796,509.0,509.0,509.0,509.0
Ride,2020-11-24 19:58:35+01:00,30117.0,30117.0,30117.0,30117.0,3016,3016,3016,3016,171.0,171.0,171.0,171.0
Ride,2020-11-21 17:53:31+01:00,34407.8,34407.8,34407.8,34407.8,4509,4509,4509,4509,651.0,651.0,651.0,651.0
Ride,2020-11-18 19:41:32+01:00,29512.1,29512.1,29512.1,29512.1,3011,3011,3011,3011,190.0,190.0,190.0,190.0
Ride,2020-11-16 20:02:48+01:00,7995.2,7995.2,7995.2,7995.2,2946,2946,2946,2946,642.0,642.0,642.0,642.0
Ride,2020-11-14 18:02:21+01:00,11847.0,11847.0,11847.0,11847.0,1161,1161,1161,1161,98.0,98.0,98.0,98.0
Ride,2020-11-13 18:37:30+01:00,26007.6,26007.6,26007.6,26007.6,2820,2820,2820,2820,252.0,252.0,252.0,252.0
Run,2020-11-11 18:55:26+01:00,7213.4,7213.4,7213.4,7213.4,2217,2217,2217,2217,0.0,0.0,0.0,0.0
Ride,2020-11-10 12:50:11+01:00,20571.2,20571.2,20571.2,20571.2,3007,3007,3007,3007,471.0,471.0,471.0,471.0
Ride,2020-11-07 14:55:36+01:00,40500.7,40500.7,40500.7,40500.7,8107,8107,8107,8107,1446.0,1446.0,1446.0,1446.0
Ride,2020-11-06 19:47:01+01:00,8482.0,8482.0,8482.0,8482.0,3032,3032,3032,3032,700.0,700.0,700.0,700.0
Ride,2020-11-05 12:31:17+01:00,28319.5,28319.5,28319.5,28319.5,3014,3014,3014,3014,157.0,157.0,157.0,157.0
Ride,2020-10-24 07:07:11+02:00,151794.0,151794.0,151794.0,151794.0,22412,22412,22412,22412,2343.4,2343.4,2343.4,2343.4
Ride,2020-10-22 12:55:22+02:00,20138.7,20138.7,20138.7,20138.7,1711,1711,1711,1711,59.0,59.0,59.0,59.0
Ride,2020-10-21 19:10:09+02:00,30594.8,30594.8,30594.8,30594.8,3309,3309,3309,3309,208.0,208.0,208.0,208.0
Run,2020-10-20 20:05:08+02:00,6102.0,6102.0,6102.0,6102.0,1692,1692,1692,1692,137.0,137.0,137.0,137.0
Ride,2020-10-20 19:11:50+02:00,17521.3,17521.3,17521.3,17521.3,2605,2605,2605,2605,433.0,433.0,433.0,433.0
Ride,2020-10-20 07:32:23+02:00,19108.1,19108.1,19108.1,19108.1,1780,1780,1780,1780,195.0,195.0,195.0,195.0
Ride,2020-10-19 12:41:02+02:00,2942.4,2942.4,2942.4,2942.4,271,271,271,271,4.0,4.0,4.0,4.0
Run,2020-10-18 19:58:19+02:00,5736.9,5736.9,5736.9,5736.9,1715,1715,1715,1715,12.0,12.0,12.0,12.0
Ride,2020-10-18 19:10:24+02:00,24966.9,24966.9,24966.9,24966.9,2450,2450,2450,2450,193.0,193.0,193.0,193.0
Ride,2020-10-17 12:09:13+02:00,4229.3,4229.3,4229.3,4229.3,668,668,668,668,76.0,76.0,76.0,76.0
Ride,2020-10-17 11:22:52+02:00,4063.6,4063.6,4063.6,4063.6,687,687,687,687,60.0,60.0,60.0,60.0
Ride,2020-10-15 19:36:48+02:00,10944.3,10944.3,10944.3,10944.3,1113,1113,1113,1113,61.0,61.0,61.0,61.0
Ride,2020-10-14 20:37:18+02:00,40928.6,40928.6,40928.6,40928.6,3489,3489,3489,3489,316.0,316.0,316.0,316.0
Ride,2020-10-08 19:10:32+02:00,40729.3,40729.3,40729.3,40729.3,3781,3781,3781,3781,316.0,316.0,316.0,316.0
Run,2020-10-08 07:20:45+02:00,6311.7,6311.7,6311.7,6311.7,1800,1800,1800,1800,14.0,14.0,14.0,14.0
Run,2020-10-06 07:47:29+02:00,6291.8,6291.8,6291.8,6291.8,1820,1820,1820,1820,16.0,16.0,16.0,16.0
Ride,2020-10-05 19:37:17+02:00,17738.6,17738.6,17738.6,17738.6,2221,2221,2221,2221,167.0,167.0,167.0,167.0
Ride,2020-10-04 16:35:27+02:00,17568.0,17568.0,17568.0,17568.0,4010,4010,4010,4010,1048.0,1048.0,1048.0,1048.0
Ride,2020-10-03 09:29:01+02:00,79574.3,79574.3,79574.3,79574.3,8528,8528,8528,8528,837.8,837.8,837.8,837.8
Run,2020-10-02 07:32:55+02:00,6240.5,6240.5,6240.5,6240.5,1794,1794,1794,1794,42.0,42.0,42.0,42.0
Ride,2020-09-30 13:10:12+02:00,11974.5,11974.5,11974.5,11974.5,1347,1347,1347,1347,188.0,188.0,188.0,188.0
Run,2020-09-29 07:13:30+02:00,6002.5,6002.5,6002.5,6002.5,1737,1737,1737,1737,9.0,9.0,9.0,9.0
Run,2020-09-27 10:37:07+02:00,6217.5,6217.5,6217.5,6217.5,1940,1940,1940,1940,87.0,87.0,87.0,87.0
Run,2020-09-26 09:01:38+02:00,4781.0,4781.0,4781.0,4781.0,1580,1580,1580,1580,59.0,59.0,59.0,59.0
Run,2020-09-26 08:34:23+02:00,4664.2,4664.2,4664.2,4664.2,1406,1406,1406,1406,0.0,0.0,0.0,0.0
Run,2020-09-25 19:22:09+02:00,727.6,727.6,727.6,727.6,231,231,231,231,9.0,9.0,9.0,9.0
Ride,2020-09-25 17:52:36+02:00,35766.1,35766.1,35766.1,35766.1,4798,4798,4798,4798,510.0,510.0,510.0,510.0
Run,2020-09-25 08:05:31+02:00,4203.0,4203.0,4203.0,4203.0,1203,1203,1203,1203,26.0,26.0,26.0,26.0
Run,2020-09-23 07:16:54+02:00,6054.2,6054.2,6054.2,6054.2,1804,1804,1804,1804,13.0,13.0,13.0,13.0
Swim,2020-09-20 18:23:31+02:00,1050.0,1050.0,1050.0,1050.0,1310,1310,1310,1310,0.0,0.0,0.0,0.0
Run,2020-09-19 09:16:33+02:00,9922.8,9922.8,9922.8,9922.8,3058,3058,3058,3058,60.0,60.0,60.0,60.0
Swim,2020-09-17 07:22:33+02:00,1200.0,1200.0,1200.0,1200.0,1627,1627,1627,1627,0.0,0.0,0.0,0.0
Swim,2020-09-15 07:28:58+02:00,850.0,850.0,850.0,850.0,1401,1401,1401,1401,0.0,0.0,0.0,0.0
Run,2020-09-14 06:51:42+02:00,5942.6,5942.6,5942.6,5942.6,1778,1778,1778,1778,11.2,11.2,11.2,11.2
Swim,2020-09-13 14:49:36+02:00,1000.0,1000.0,1000.0,1000.0,1615,1615,1615,1615,0.0,0.0,0.0,0.0
Ride,2020-09-13 11:09:05+02:00,47562.8,47562.8,47562.8,47562.8,5982,5982,5982,5982,1040.4,1040.4,1040.4,1040.4
Ride,2020-09-13 09:17:48+02:00,46948.6,46948.6,46948.6,46948.6,5897,5897,5897,5897,937.2,937.2,937.2,937.2
Swim,2020-09-12 09:19:39+02:00,1550.0,1550.0,1550.0,1550.0,2081,2081,2081,2081,0.0,0.0,0.0,0.0
Run,2020-09-11 07:17:12+02:00,6127.3,6127.3,6127.3,6127.3,1854,1854,1854,1854,0.0,0.0,0.0,0.0
Hike,2020-09-05 11:18:54+02:00,813.3,813.3,813.3,813.3,1020,1020,1020,1020,151.6,151.6,151.6,151.6
Swim,2020-09-05 07:27:48+02:00,2025.0,2025.0,2025.0,2025.0,2602,2602,2602,2602,0.0,0.0,0.0,0.0
Ride,2020-09-04 20:02:20+02:00,5210.0,5210.0,5210.0,5210.0,596,596,596,596,63.6,63.6,63.6,63.6
Ride,2020-09-04 18:11:57+02:00,50206.8,50206.8,50206.8,50206.8,5550,5550,5550,5550,677.2,677.2,677.2,677.2
Swim,2020-08-30 17:02:42+02:00,1200.0,1200.0,1200.0,1200.0,1981,1981,1981,1981,0.0,0.0,0.0,0.0
Ride,2020-08-27 18:11:13+02:00,71602.4,71602.4,71602.4,71602.4,9122,9122,9122,9122,534.0,534.0,534.0,534.0
Swim,2020-08-27 12:59:59+02:00,1000.0,1000.0,1000.0,1000.0,1296,1296,1296,1296,0.0,0.0,0.0,0.0
Run,2020-08-26 19:40:14+02:00,2192.9,2192.9,2192.9,2192.9,652,652,652,652,15.8,15.8,15.8,15.8
Swim,2020-08-26 19:03:38+02:00,800.0,800.0,800.0,800.0,1618,1618,1618,1618,0.0,0.0,0.0,0.0
Ride,2020-08-23 19:52:06+02:00,21804.2,21804.2,21804.2,21804.2,2413,2413,2413,2413,129.6,129.6,129.6,129.6
Ride,2020-08-23 19:15:01+02:00,11282.2,11282.2,11282.2,11282.2,1218,1218,1218,1218,91.0,91.0,91.0,91.0
Ride,2020-08-15 10:17:48+02:00,23779.8,23779.8,23779.8,23779.8,3386,3386,3386,3386,570.0,570.0,570.0,570.0
Ride,2020-08-15 08:59:35+02:00,12281.5,12281.5,12281.5,12281.5,1551,1551,1551,1551,276.4,276.4,276.4,276.4
Ride,2020-08-14 18:44:56+02:00,3276.4,3276.4,3276.4,3276.4,470,470,470,470,101.0,101.0,101.0,101.0
Ride,2020-08-14 18:27:01+02:00,7086.0,7086.0,7086.0,7086.0,889,889,889,889,124.8,124.8,124.8,124.8
Ride,2020-08-14 14:21:10+02:00,20594.1,20594.1,20594.1,20594.1,4028,4028,4028,4028,273.2,273.2,273.2,273.2
Run,2020-08-14 09:34:26+02:00,5022.3,5022.3,5022.3,5022.3,1470,1470,1470,1470,45.6,45.6,45.6,45.6
Swim,2020-08-13 08:48:15+02:00,1080.1,1080.1,1080.1,1080.1,1923,1923,1923,1923,0.0,0.0,0.0,0.0
Ride,2020-08-10 16:06:27+02:00,30494.2,30494.2,30494.2,30494.2,4673,4673,4673,4673,981.8,981.8,981.8,981.8
Run,2020-08-09 20:02:41+02:00,4157.2,4157.2,4157.2,4157.2,1296,1296,1296,1296,74.4,74.4,74.4,74.4
Swim,2020-08-09 10:15:34+02:00,421.9,421.9,421.9,421.9,1067,1067,1067,1067,0.0,0.0,0.0,0.0
Ride,2020-08-08 16:40:46+02:00,30083.4,30083.4,30083.4,30083.4,4680,4680,4680,4680,1427.6,1427.6,1427.6,1427.6
Swim,2020-08-08 10:43:12+02:00,583.9,583.9,583.9,583.9,1040,1040,1040,1040,0.0,0.0,0.0,0.0
Ride,2020-08-06 19:26:15+02:00,22438.2,22438.2,22438.2,22438.2,3562,3562,3562,3562,1116.2,1116.2,1116.2,1116.2
Ride,2020-08-06 09:09:53+02:00,17043.2,17043.2,17043.2,17043.2,3190,3190,3190,3190,327.0,327.0,327.0,327.0
Ride,2020-08-03 09:17:50+02:00,62993.6,62993.6,62993.6,62993.6,11143,11143,11143,11143,1731.8,1731.8,1731.8,1731.8
Ride,2020-08-02 18:34:42+02:00,34466.9,34466.9,34466.9,34466.9,4943,4943,4943,4943,1081.2,1081.2,1081.2,1081.2
Ride,2020-08-01 08:00:55+02:00,72646.7,72646.7,72646.7,72646.7,9768,9768,9768,9768,1476.3,1476.3,1476.3,1476.3
Workout,2020-07-31 10:20:02+02:00,4487.7,4487.7,4487.7,4487.7,5189,5189,5189,5189,406.0,406.0,406.0,406.0
Hike,2020-07-30 10:11:50+02:00,6552.2,6552.2,6552.2,6552.2,6477,6477,6477,6477,348.4,348.4,348.4,348.4
Ride,2020-07-29 16:08:54+02:00,50344.5,50344.5,50344.5,50344.5,8788,8788,8788,8788,1240.2,1240.2,1240.2,1240.2
Hike,2020-07-29 10:09:14+02:00,1891.3,1891.3,1891.3,1891.3,2302,2302,2302,2302,310.4,310.4,310.4,310.4
Ride,2020-07-28 17:44:08+02:00,32394.5,32394.5,32394.5,32394.5,4830,4830,4830,4830,644.4,644.4,644.4,644.4
Run,2020-07-28 17:01:19+02:00,3276.1,3276.1,3276.1,3276.1,930,930,930,930,29.4,29.4,29.4,29.4
Hike,2020-07-28 03:31:53+02:00,6134.1,6134.1,6134.1,6134.1,8014,8014,8014,8014,708.0,708.0,708.0,708.0
Hike,2020-07-27 11:40:58+02:00,6178.8,6178.8,6178.8,6178.8,5805,5805,5805,5805,304.8,304.8,304.8,304.8
Hike,2020-07-26 10:16:38+02:00,11102.0,11102.0,11102.0,11102.0,12106,12106,12106,12106,763.0,763.0,763.0,763.0
Run,2020-07-26 08:46:14+02:00,3454.5,3454.5,3454.5,3454.5,1116,1116,1116,1116,64.8,64.8,64.8,64.8
Run,2020-07-21 19:34:10+02:00,2553.4,2553.4,2553.4,2553.4,788,788,788,788,11.8,11.8,11.8,11.8
Swim,2020-07-21 19:05:45+02:00,1150.0,1150.0,1150.0,1150.0,1343,1343,1343,1343,0.0,0.0,0.0,0.0
Run,2020-07-21 18:39:35+02:00,2383.1,2383.1,2383.1,2383.1,660,660,660,660,0.0,0.0,0.0,0.0
Ride,2020-07-20 18:49:18+02:00,14565.5,14565.5,14565.5,14565.5,1740,1740,1740,1740,10.0,10.0,10.0,10.0
Ride,2020-07-20 18:13:45+02:00,15107.3,15107.3,15107.3,15107.3,1800,1800,1800,1800,12.0,12.0,12.0,12.0
Ride,2020-07-19 17:56:23+02:00,21838.9,21838.9,21838.9,21838.9,3014,3014,3014,3014,14.0,14.0,14.0,14.0
Ride,2020-07-19 17:08:56+02:00,19769.6,19769.6,19769.6,19769.6,2340,2340,2340,2340,18.0,18.0,18.0,18.0
Run,2020-07-18 18:58:03+02:00,8216.3,8216.3,8216.3,8216.3,2555,2555,2555,2555,3.2,3.2,3.2,3.2
Run,2020-07-16 20:00:36+02:00,12800.6,12800.6,12800.6,12800.6,4289,4289,4289,4289,12.6,12.6,12.6,12.6
Run,2020-07-12 19:48:11+02:00,8107.5,8107.5,8107.5,8107.5,2365,2365,2365,2365,24.6,24.6,24.6,24.6
Run,2020-07-12 15:04:22+02:00,1728.5,1728.5,1728.5,1728.5,472,472,472,472,3.8,3.8,3.8,3.8
Run,2020-07-09 18:53:58+02:00,6417.0,6417.0,6417.0,6417.0,1866,1866,1866,1866,4.0,4.0,4.0,4.0
Run,2020-07-07 18:50:13+02:00,5311.9,5311.9,5311.9,5311.9,1461,1461,1461,1461,105.8,105.8,105.8,105.8
Run,2020-07-05 12:42:24+02:00,5036.6,5036.6,5036.6,5036.6,1348,1348,1348,1348,3.1,3.1,3.1,3.1
Ride,2020-07-04 11:01:22+02:00,34534.9,34534.9,34534.9,34534.9,4302,4302,4302,4302,722.0,722.0,722.0,722.0
Ride,2020-07-03 18:46:15+02:00,20968.7,20968.7,20968.7,20968.7,1975,1975,1975,1975,113.2,113.2,113.2,113.2
Run,2020-07-03 17:58:27+02:00,6483.3,6483.3,6483.3,6483.3,1814,1814,1814,1814,6.5,6.5,6.5,6.5
Run,2020-07-01 19:10:02+02:00,6317.0,6317.0,6317.0,6317.0,1840,1840,1840,1840,4.1,4.1,4.1,4.1
Ride,2020-07-01 18:11:25+02:00,16005.8,16005.8,16005.8,16005.8,1895,1895,1895,1895,264.6,264.6,264.6,264.6
Run,2020-06-28 11:52:41+02:00,6753.7,6753.7,6753.7,6753.7,1970,1970,1970,1970,4.2,4.2,4.2,4.2
Ride,2020-06-26 18:46:16+02:00,15830.9,15830.9,15830.9,15830.9,1357,1357,1357,1357,85.0,85.0,85.0,85.0
Ride,2020-06-26 18:29:40+02:00,5330.2,5330.2,5330.2,5330.2,670,670,670,670,16.6,16.6,16.6,16.6
Ride,2020-06-24 18:08:30+02:00,8092.2,8092.2,8092.2,8092.2,1231,1231,1231,1231,230.6,230.6,230.6,230.6
Ride,2020-06-20 16:13:05+02:00,36858.0,36858.0,36858.0,36858.0,5129,5129,5129,5129,550.0,550.0,550.0,550.0
Ride,2020-06-19 11:18:10+02:00,37551.6,37551.6,37551.6,37551.6,6396,6396,6396,6396,603.0,603.0,603.0,603.0
Ride,2020-06-18 12:46:15+02:00,15826.9,15826.9,15826.9,15826.9,1359,1359,1359,1359,84.6,84.6,84.6,84.6
Ride,2020-06-17 22:09:51+02:00,13250.1,13250.1,13250.1,13250.1,1798,1798,1798,1798,227.0,227.0,227.0,227.0
Ride,2020-06-14 19:36:18+02:00,31493.5,31493.5,31493.5,31493.5,3700,3700,3700,3700,28.0,28.0,28.0,28.0
Ride,2020-06-14 18:34:08+02:00,31574.5,31574.5,31574.5,31574.5,3608,3608,3608,3608,49.0,49.0,49.0,49.0
Ride,2020-06-11 12:47:32+02:00,15857.5,15857.5,15857.5,15857.5,1421,1421,1421,1421,85.0,85.0,85.0,85.0
Ride,2020-06-10 13:13:52+02:00,8150.8,8150.8,8150.8,8150.8,1238,1238,1238,1238,230.6,230.6,230.6,230.6
Ride,2020-06-09 19:06:48+02:00,14332.2,14332.2,14332.2,14332.2,1702,1702,1702,1702,229.6,229.6,229.6,229.6
Ride,2020-06-06 18:36:48+02:00,23186.2,23186.2,23186.2,23186.2,3108,3108,3108,3108,368.0,368.0,368.0,368.0
Ride,2020-06-05 09:31:40+02:00,35778.6,35778.6,35778.6,35778.6,5456,5456,5456,5456,356.0,356.0,356.0,356.0
Ride,2020-06-03 19:29:06+02:00,32739.7,32739.7,32739.7,32739.7,3611,3611,3611,3611,183.2,183.2,183.2,183.2
Run,2020-06-01 17:32:11+02:00,5999.4,5999.4,5999.4,5999.4,1825,1825,1825,1825,5.9,5.9,5.9,5.9
Ride,2020-06-01 15:15:14+02:00,60199.3,60199.3,60199.3,60199.3,7219,7219,7219,7219,164.0,164.0,164.0,164.0
Ride,2020-06-01 15:10:40+02:00,2053.0,2053.0,2053.0,2053.0,268,268,268,268,2.0,2.0,2.0,2.0
Run,2020-05-29 20:05:11+02:00,4119.5,4119.5,4119.5,4119.5,1335,1335,1335,1335,157.1,157.1,157.1,157.1
Run,2020-05-28 18:46:56+02:00,3373.0,3373.0,3373.0,3373.0,0,0,0,0,12.1,12.1,12.1,12.1
Ride,2020-05-27 08:03:54+02:00,19907.1,19907.1,19907.1,19907.1,2016,2016,2016,2016,19.8,19.8,19.8,19.8
Run,2020-05-26 18:24:42+02:00,6599.5,6599.5,6599.5,6599.5,1810,1810,1810,1810,6.0,6.0,6.0,6.0
Ride,2020-05-24 11:45:26+02:00,5764.2,5764.2,5764.2,5764.2,1070,1070,1070,1070,166.1,166.1,166.1,166.1
Ride,2020-05-22 20:09:49+02:00,19985.3,19985.3,19985.3,19985.3,2483,2483,2483,2483,24.0,24.0,24.0,24.0
Ride,2020-05-22 19:27:14+02:00,20000.0,20000.0,20000.0,20000.0,2432,2432,2432,2432,37.0,37.0,37.0,37.0
Ride,2020-05-21 11:08:59+02:00,38678.2,38678.2,38678.2,38678.2,8866,8866,8866,8866,37.0,37.0,37.0,37.0
Ride,2020-05-20 08:04:44+02:00,17763.4,17763.4,17763.4,17763.4,1670,1670,1670,1670,17.2,17.2,17.2,17.2
Ride,2020-05-19 08:06:08+02:00,16625.5,16625.5,16625.5,16625.5,1725,1725,1725,1725,92.6,92.6,92.6,92.6
Ride,2020-05-17 18:00:13+02:00,37164.3,37164.3,37164.3,37164.3,5345,5345,5345,5345,390.0,390.0,390.0,390.0
Ride,2020-05-17 17:52:24+02:00,1659.7,1659.7,1659.7,1659.7,240,240,240,240,49.0,49.0,49.0,49.0
Run,2020-05-17 10:05:55+02:00,6245.8,6245.8,6245.8,6245.8,1775,1775,1775,1775,3.3,3.3,3.3,3.3
Run,2020-05-14 18:39:15+02:00,7223.7,7223.7,7223.7,7223.7,1733,1733,1733,1733,3.5,3.5,3.5,3.5
Ride,2020-05-13 08:01:35+02:00,18392.2,18392.2,18392.2,18392.2,1709,1709,1709,1709,17.2,17.2,17.2,17.2
Ride,2020-05-11 21:08:06+02:00,10609.8,10609.8,10609.8,10609.8,1096,1096,1096,1096,23.4,23.4,23.4,23.4
Ride,2020-05-11 20:45:16+02:00,11787.1,11787.1,11787.1,11787.1,1090,1090,1090,1090,63.4,63.4,63.4,63.4
Ride,2020-05-11 20:29:55+02:00,4332.8,4332.8,4332.8,4332.8,535,535,535,535,25.0,25.0,25.0,25.0
Ride,2020-05-10 15:54:00+02:00,32585.8,32585.8,32585.8,32585.8,3617,3617,3617,3617,187.8,187.8,187.8,187.8
